,keyword_source,full_name,html_url,create_date,update_date,pushed_date,language,stars,forks,watchers,open_issues,is_fork,topics,description,included_libraries,require_list,source_type,cluster,year,update_year,text
799,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",wellcometrust/WellcomeML,https://github.com/wellcometrust/WellcomeML,2020-01-16T17:30:05+00:00,2024-04-19T19:59:39+00:00,2023-08-09T08:17:03+00:00,Python,31.0,9.0,31.0,46.0,FALSE,"['deep-learning', 'scibert', 'transformers', 'nlp', 'datascience']",Retired repository for Machine Learning utils at the Wellcome Trust (now deprecated).,"boto3, cython, tqdm, twine","['boto3', 'cython', 'tqdm', 'twine']",setup,1,2020,2024,"Retired repository for Machine Learning utils at the Wellcome Trust (now deprecated). ['deep-learning', 'scibert', 'transformers', 'nlp', 'datascience']"
800,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",FredaXin/eda_and_beyond,https://github.com/FredaXin/eda_and_beyond,2020-01-11T17:01:54+00:00,2024-01-05T10:58:27+00:00,2021-02-07T01:31:21+00:00,Python,27.0,27.0,27.0,1.0,FALSE,[],Library of automation tools for EDA and modeling ,"numpy, pandas, seaborn, sklearn","['matplotlib', 'numpy', 'pandas', 'seaborn', 'sklearn']",setup,0,2020,2024,Library of automation tools for EDA and modeling  []
801,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",banditml/faucetml,https://github.com/banditml/faucetml,2020-01-16T23:06:35+00:00,2024-10-16T17:11:52+00:00,2020-01-30T01:51:49+00:00,Python,22.0,0.0,22.0,1.0,FALSE,"['machine-learning', 'features', 'feature-engineering', 'bigquery', 'preprocessing', 'ml', 'pytorch']",High speed mini-batch data reading & preprocessing from BigQuery.,"feast, pandas, retry, scipy, torch","['feast', 'google-cloud-bigquery', 'pandas', 'retry', 'scipy', 'torch']",setup,12,2020,2024,"High speed mini-batch data reading & preprocessing from BigQuery. ['machine-learning', 'features', 'feature-engineering', 'bigquery', 'preprocessing', 'ml', 'pytorch']"
802,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",nikikilbertus/fairensics,https://github.com/nikikilbertus/fairensics,2020-01-29T17:12:30+00:00,2025-04-20T10:25:17+00:00,2023-07-06T21:56:15+00:00,Python,20.0,3.0,20.0,2.0,FALSE,[],:mag: A python library to discover and mitigate biases in machine learning models and datasets :mag:,"aif360, cvxpy, numpy, pandas, scipy, sklearn","['aif360', 'cvxpy', 'dccp', 'matplotlib', 'numpy', 'pandas', 'pre-commit', 'scikit-learn', 'scipy', 'sklearn', 'sphinx']",both,12,2020,2025,:mag: A python library to discover and mitigate biases in machine learning models and datasets :mag: []
803,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",luuleitner/deepMTJ,https://github.com/luuleitner/deepMTJ,2020-01-23T13:36:04+00:00,2025-02-21T14:27:23+00:00,2024-04-12T08:42:43+00:00,Python,19.0,0.0,19.0,3.0,FALSE,"['gait-analysis', 'deep-learning', 'locomotion', 'ultrasound-images', 'feature-detection', 'deepmtj']",Automatic muscle tendon junction tracking using deep learning 🦵🏼,"keras, numpy, pandas, scikit-image, scikit-learn, tensorflow, tqdm","['blas', 'brotli', 'brotli-bin', 'ca-certificates', 'certifi', 'cloudpickle', 'colorama', 'cycler', 'cytoolz', 'dask-core', 'fonttools', 'freeglut', 'freetype', 'fsspec', 'h5py', 'hdf5', 'icc-rt', 'icu', 'imageio', 'intel-openmp', 'jasper', 'jbig', 'joblib', 'jpeg', 'keras', 'kiwisolver', 'lcms2', 'lerc', 'libblas', 'libbrotlicommon', 'libbrotlidec', 'libbrotlienc', 'libcblas', 'libclang', 'libdeflate', 'liblapack', 'liblapacke', 'libopencv', 'libpng', 'libprotobuf', 'libtiff', 'libwebp-base', 'libzlib', 'locket', 'lz4-c', 'm2w64-gcc-libgfortran', 'm2w64-gcc-libs', 'm2w64-gcc-libs-core', 'm2w64-gmp', 'm2w64-libwinpthread-git', 'matplotlib', 'matplotlib-base', 'mkl', 'mkl-fft', 'mkl-random', 'mkl-service', 'msys2-conda-epoch', 'munkres', 'networkx', 'numpy', 'numpy-base', 'olefile', 'opencv', 'openjpeg', 'openssl', 'os', 'packaging', 'pandas', 'partd', 'pillow', 'pip', 'plotly', 'py-opencv', 'pycoral', 'pyparsing', 'pyqt', 'pyqt-impl', 'pyqt5-sip', 'pyqtchart', 'pyqtwebengine', 'pyreadline', 'python', 'python-abi', 'python-dateutil', 'pytz', 'pywavelets', 'pyyaml', 'qt', 'qutil', 'scikit-image', 'scikit-learn', 'scipy', 'setuptools', 'six', 'spm1d', 'sqlite', 'tenacity', 'tensorflow', 'tflite-runtime', 'threadpoolctl', 'tifffile', 'tk', 'toolz', 'tornado', 'tqdm', 'ucrt', 'unicodedata2', 'vc', 'vs2015-runtime', 'wheel', 'xz', 'yaml', 'zlib', 'zstd']",both,7,2020,2025,"Automatic muscle tendon junction tracking using deep learning 🦵🏼 ['gait-analysis', 'deep-learning', 'locomotion', 'ultrasound-images', 'feature-detection', 'deepmtj']"
804,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",Hamza5/Pipeline-diacritizer,https://github.com/Hamza5/Pipeline-diacritizer,2020-01-21T08:38:09+00:00,2025-04-06T10:31:52+00:00,2021-08-12T11:53:29+00:00,Python,17.0,3.0,17.0,1.0,FALSE,"['arabic', 'arabic-nlp', 'diacritics', 'diacritization', 'diacritics-restoration']",Automatic Arabic diacritics restoration tool.,"numpy, tensorflow","['absl-py', 'astor', 'gast', 'google-pasta', 'grpcio', 'h5py', 'keras-applications', 'keras-preprocessing', 'markdown', 'numpy', 'protobuf', 'six', 'tensorboard', 'tensorflow', 'tensorflow-estimator', 'termcolor', 'werkzeug', 'wrapt']",both,6,2020,2025,"Automatic Arabic diacritics restoration tool. ['arabic', 'arabic-nlp', 'diacritics', 'diacritization', 'diacritics-restoration']"
805,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",andimarafioti/tifresi,https://github.com/andimarafioti/tifresi,2020-01-10T15:14:53+00:00,2025-05-04T00:35:01+00:00,2023-04-05T12:27:54+00:00,Python,15.0,1.0,15.0,1.0,FALSE,[],STFT transforms suitable for use with PGHI (phase gradient heap integration),"cython, librosa, numba, numpy","['cython', 'librosa', 'ltfatpy', 'matplotlib', 'numba', 'numpy']",setup,0,2020,2025,STFT transforms suitable for use with PGHI (phase gradient heap integration) []
806,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",EdwardRaff/pyBWMD,https://github.com/EdwardRaff/pyBWMD,2020-01-01T22:23:34+00:00,2025-02-16T00:55:39+00:00,2020-04-19T20:48:16+00:00,Python,12.0,3.0,12.0,0.0,FALSE,"['information-retrieval', 'machine-learning', 'compression', 'normalized-compression-distance']",Implementation of A New Burrows Wheeler Transform Markov Distance,"cython, numpy, scipy","['cython', 'numpy', 'scipy']",setup,7,2020,2025,"Implementation of A New Burrows Wheeler Transform Markov Distance ['information-retrieval', 'machine-learning', 'compression', 'normalized-compression-distance']"
807,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",airaria/TextBrewer,https://github.com/airaria/TextBrewer,2020-02-25T08:53:29+00:00,2025-05-21T01:02:52+00:00,2023-05-08T15:59:25+00:00,Python,1658.0,245.0,1658.0,0.0,FALSE,"['bert', 'pytorch', 'nlp', 'knowledge', 'distillation']",A PyTorch-based knowledge distillation toolkit for natural language processing,numpy,['numpy'],setup,1,2020,2025,"A PyTorch-based knowledge distillation toolkit for natural language processing ['bert', 'pytorch', 'nlp', 'knowledge', 'distillation']"
808,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",lezcano/geotorch,https://github.com/lezcano/geotorch,2020-02-19T15:49:55+00:00,2025-05-03T21:00:44+00:00,2022-03-01T22:16:21+00:00,Python,678.0,34.0,678.0,4.0,FALSE,"['pytorch', 'constrained-optimization', 'manifold-optimization', 'orthogonality', 'invertible-neural-networks', 'positive-definite-matrices', 'positive-semi-definite', 'low-rank']",Constrained optimization toolkit for PyTorch,torch,['torch'],setup,5,2020,2025,"Constrained optimization toolkit for PyTorch ['pytorch', 'constrained-optimization', 'manifold-optimization', 'orthogonality', 'invertible-neural-networks', 'positive-definite-matrices', 'positive-semi-definite', 'low-rank']"
809,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",gasteigerjo/dimenet,https://github.com/gasteigerjo/dimenet,2020-02-14T12:40:15+00:00,2025-05-18T14:45:30+00:00,2023-10-03T09:57:19+00:00,Python,322.0,65.0,322.0,1.0,FALSE,"['paper', 'architecture', 'pretrained-models']","DimeNet and DimeNet++ models, as proposed in ""Directional Message Passing for Molecular Graphs"" (ICLR 2020) and ""Fast and Uncertainty-Aware Directional Message Passing for Non-Equilibrium Molecules"" (NeurIPS-W 2020)","numpy, scipy, sympy, tensorflow, tensorflow-addons, tqdm","['numpy', 'scipy', 'sympy', 'tensorflow', 'tensorflow-addons', 'tqdm']",setup,0,2020,2025,"DimeNet and DimeNet++ models, as proposed in ""Directional Message Passing for Molecular Graphs"" (ICLR 2020) and ""Fast and Uncertainty-Aware Directional Message Passing for Non-Equilibrium Molecules"" (NeurIPS-W 2020) ['paper', 'architecture', 'pretrained-models']"
810,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",clovaai/generative-evaluation-prdc,https://github.com/clovaai/generative-evaluation-prdc,2020-02-21T00:38:27+00:00,2025-05-20T14:26:34+00:00,2023-01-09T15:19:33+00:00,Python,256.0,28.0,256.0,8.0,FALSE,"['deep-learning', 'generative-adversarial-network', 'evaluation-metrics', 'precision', 'recall', 'machine-learning', 'generative-model', 'fidelity', 'diversity', 'evaluation', 'icml', 'icml-2020', 'icml2020']","Code base for the precision, recall, density, and coverage metrics for generative models. ICML 2020.","joblib, numpy, scikit-learn, scipy","['joblib', 'numpy', 'scikit-learn', 'scipy']",setup,10,2020,2025,"Code base for the precision, recall, density, and coverage metrics for generative models. ICML 2020. ['deep-learning', 'generative-adversarial-network', 'evaluation-metrics', 'precision', 'recall', 'machine-learning', 'generative-model', 'fidelity', 'diversity', 'evaluation', 'icml', 'icml-2020', 'icml2020']"
811,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",yifding/hetseq,https://github.com/yifding/hetseq,2020-02-16T03:09:48+00:00,2024-11-03T09:53:06+00:00,2023-06-12T21:32:09+00:00,Python,106.0,14.0,106.0,5.0,FALSE,[],HetSeq: Distributed GPU Training on Heterogeneous Infrastructure,"boto3, chardet, cython, datasets, h5py, idna, numpy, python-dateutil, sphinx, sphinx-rtd-theme, torch, torchvision, tqdm, transformers","['boto3', 'chardet', 'cython', 'datasets', 'h5py', 'idna', 'numpy', 'python-dateutil', 'seqeval', 'sphinx', 'sphinx-rtd-theme', 'torch', 'torchvision', 'tqdm', 'transformers']",both,10,2020,2024,HetSeq: Distributed GPU Training on Heterogeneous Infrastructure []
812,"""natural language processing"" OR ""nlp"" OR ""language model"" OR ""speech recognition""",prajjwal1/fluence,https://github.com/prajjwal1/fluence,2020-02-18T03:52:09+00:00,2025-04-21T17:05:08+00:00,2021-11-30T22:45:01+00:00,Python,70.0,3.0,70.0,0.0,FALSE,"['transformers', 'pytorch', 'attention', 'nlp', 'deep-learning']",A deep learning library based on Pytorch focussed on low resource language research and robustness,numpy,"['3-7', 'numpy']",setup,1,2020,2025,"A deep learning library based on Pytorch focussed on low resource language research and robustness ['transformers', 'pytorch', 'attention', 'nlp', 'deep-learning']"
813,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",ziatdinovmax/GPim,https://github.com/ziatdinovmax/GPim,2020-02-18T19:28:27+00:00,2024-10-14T12:10:23+00:00,2023-11-24T06:29:59+00:00,Python,57.0,7.0,57.0,1.0,FALSE,"['image-processing', 'hyperspectral-images', 'gaussian-processes', 'bayesian-optimization', 'microscopy', 'colab-notebook', 'lattice-models']",Gaussian processes and Bayesian optimization for images and hyperspectral data,"gpytorch, numpy, pyro-ppl, scipy, torch","['gpytorch', 'jupyterlab', 'm2r', 'matplotlib', 'numpy', 'pyro-ppl', 'pytest', 'scikit-image', 'scipy', 'setuptools', 'sphinx', 'sphinx-rtd-theme', 'torch']",both,7,2020,2024,"Gaussian processes and Bayesian optimization for images and hyperspectral data ['image-processing', 'hyperspectral-images', 'gaussian-processes', 'bayesian-optimization', 'microscopy', 'colab-notebook', 'lattice-models']"
814,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",jgmakin/ecog2txt,https://github.com/jgmakin/ecog2txt,2020-02-18T22:38:41+00:00,2024-11-21T21:50:04+00:00,2024-11-21T21:50:00+00:00,Python,56.0,22.0,56.0,1.0,FALSE,[],code for decoding speech as text from neural data,"numpy, pandas, pyyaml, scipy, seaborn, tensorflow, tensorflow-probability","['hickle', 'matplotlib', 'numpy', 'pandas', 'protobuf', 'python-speech-features', 'pyyaml', 'scipy', 'seaborn', 'tensorflow', 'tensorflow-probability', 'tikzplotlib']",setup,1,2020,2024,code for decoding speech as text from neural data []
815,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",DunZhang/KnowledgeDistillation,https://github.com/DunZhang/KnowledgeDistillation,2020-02-23T05:32:05+00:00,2025-02-25T18:57:59+00:00,2020-10-04T01:56:40+00:00,Python,54.0,15.0,54.0,1.0,FALSE,[],A general framework for knowledge distillation,torch,"['python', 'torch']",setup,9,2020,2025,A general framework for knowledge distillation []
816,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",ServiceNow/synbols,https://github.com/ServiceNow/synbols,2020-02-12T18:37:11+00:00,2025-02-20T13:26:06+00:00,2023-07-07T11:30:22+00:00,Python,45.0,5.0,45.0,1.0,FALSE,"['machine-learning', 'dataset', 'dataset-generation']",The Synbols dataset generator is a ServiceNow Research project that was started at Element AI.,h5py,['h5py'],setup,13,2020,2025,"The Synbols dataset generator is a ServiceNow Research project that was started at Element AI. ['machine-learning', 'dataset', 'dataset-generation']"
817,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",waiyulam/ORCNN,https://github.com/waiyulam/ORCNN,2020-02-29T08:01:02+00:00,2025-04-22T01:24:14+00:00,2023-10-03T21:42:41+00:00,Python,32.0,9.0,32.0,3.0,FALSE,[],Learning to See the Invisible: End-to-End Trainable Amodal Instance Segmentation,"cloudpickle, future, pillow, pydot, tabulate, tensorboard, termcolor, tqdm, yacs","['cloudpickle', 'future', 'fvcore', 'matplotlib', 'pillow', 'pydot', 'tabulate', 'tensorboard', 'termcolor', 'tqdm', 'yacs']",setup,3,2020,2025,Learning to See the Invisible: End-to-End Trainable Amodal Instance Segmentation []
818,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",koriavinash1/BioExp,https://github.com/koriavinash1/BioExp,2020-02-25T07:01:03+00:00,2024-12-04T00:35:43+00:00,2023-03-24T22:15:23+00:00,Python,29.0,5.0,29.0,6.0,FALSE,"['explainable-ai', 'causal-inference', 'causality', 'dissection', 'ablation', 'rct', 'intervention', 'uncertainty', 'activation-maximization', 'gradcam', 'clustering', 'interpretability', 'explainability', 'concept-extraction', 'joint-analysis', 'interpretable-ai']",Explainability of Deep Learning Models,"keras, numpy, opencv-python, pandas, pillow, scipy, simpleitk, sklearn, tensorflow-gpu, tqdm","['keras', 'keras-vis', 'lucid', 'matplotlib', 'numpy', 'opencv-python', 'pandas', 'pillow', 'ppgm', 'scipy', 'simpleitk', 'sklearn', 'tensorflow-gpu', 'tqdm']",both,10,2020,2024,"Explainability of Deep Learning Models ['explainable-ai', 'causal-inference', 'causality', 'dissection', 'ablation', 'rct', 'intervention', 'uncertainty', 'activation-maximization', 'gradcam', 'clustering', 'interpretability', 'explainability', 'concept-extraction', 'joint-analysis', 'interpretable-ai']"
819,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",wellcometrust/deep_reference_parser,https://github.com/wellcometrust/deep_reference_parser,2020-02-05T13:23:14+00:00,2025-05-10T15:16:27+00:00,2023-10-26T16:43:49+00:00,Python,29.0,1.0,29.0,19.0,FALSE,"['natural-language-processing', 'deep-learning', 'bidirectional-lstm']",A deep learning model for extracting references from text,"keras, pandas, sklearn, spacy, tensorflow","['absl-py', 'astor', 'attrs', 'blis', 'certifi', 'chardet', 'cycler', 'cymem', 'gast', 'google-pasta', 'grpcio', 'h5py', 'idna', 'importlib-metadata', 'joblib', 'keras', 'keras-applications', 'keras-preprocessing', 'kiwisolver', 'markdown', 'matplotlib', 'more-itertools', 'murmurhash', 'numpy', 'packaging', 'pandas', 'plac', 'pluggy', 'preshed', 'protobuf', 'py', 'pyparsing', 'pytest', 'python-crfsuite', 'python-dateutil', 'pyyaml', 'requests', 'scikit-learn', 'scipy', 'six', 'sklearn', 'sklearn-crfsuite', 'spacy', 'srsly', 'tabulate', 'tensorboard', 'tensorflow', 'tensorflow-estimator', 'termcolor', 'thinc', 'tqdm', 'urllib3', 'wasabi', 'wcwidth', 'werkzeug', 'wrapt', 'zipp']",both,1,2020,2025,"A deep learning model for extracting references from text ['natural-language-processing', 'deep-learning', 'bidirectional-lstm']"
820,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",adgaudio/ietk-ret,https://github.com/adgaudio/ietk-ret,2020-02-03T05:30:30+00:00,2025-05-14T16:18:02+00:00,2021-11-29T00:47:08+00:00,Python,28.0,6.0,28.0,0.0,FALSE,"['pixel-color-amplification', 'dehazing', 'dark-channel-prior', 'image-processing', 'image-enhancement', 'medical-image-processing', 'retinal-fundus-images', 'color', 'color-correction']",Re-colorize and enhance color fundus images.  Image Enhancement Toolkit for Retinal Fundus Images (IETK-Ret).  ,"argparse, numpy, opencv-contrib-python, opencv-python, pillow, scikit-image, scipy","['argparse', 'matplotlib', 'numpy', 'opencv-contrib-python', 'opencv-python', 'pillow', 'scikit-image', 'scipy']",both,7,2020,2025,"Re-colorize and enhance color fundus images.  Image Enhancement Toolkit for Retinal Fundus Images (IETK-Ret).   ['pixel-color-amplification', 'dehazing', 'dark-channel-prior', 'image-processing', 'image-enhancement', 'medical-image-processing', 'retinal-fundus-images', 'color', 'color-correction']"
821,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",deezer/fastgae,https://github.com/deezer/fastgae,2020-02-05T17:22:13+00:00,2025-03-22T12:03:38+00:00,2022-04-29T13:08:50+00:00,Python,27.0,6.0,27.0,1.0,FALSE,[],"Source code from the article ""FastGAE: Scalable Graph Autoencoders with Stochastic Subgraph Decoding"" by G. Salha, R. Hennequin, J.B. Remy, M. Moussallam and M. Vazirgiannis (2020)","networkx, numpy, scikit-learn, scipy, tensorflow","['networkx', 'numpy', 'scikit-learn', 'scipy', 'tensorflow']",setup,0,2020,2025,"Source code from the article ""FastGAE: Scalable Graph Autoencoders with Stochastic Subgraph Decoding"" by G. Salha, R. Hennequin, J.B. Remy, M. Moussallam and M. Vazirgiannis (2020) []"
822,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",arthurdjn/snake-reinforcement-learning,https://github.com/arthurdjn/snake-reinforcement-learning,2020-02-20T13:31:27+00:00,2025-03-21T16:09:10+00:00,2021-02-21T21:15:41+00:00,Python,22.0,7.0,22.0,1.0,FALSE,"['pysnake', 'game', 'genetic-algorithm', 'neural-network', 'snake-game', 'reinforcement-learning', 'python-snake', 'artificial-intelligence', 'deep-learning', 'machine-learning-games']",Genetic Algorithm and Neural Network for the snake game.,"numpy, pygame","['json', 'numpy', 'pygame']",setup,0,2020,2025,"Genetic Algorithm and Neural Network for the snake game. ['pysnake', 'game', 'genetic-algorithm', 'neural-network', 'snake-game', 'reinforcement-learning', 'python-snake', 'artificial-intelligence', 'deep-learning', 'machine-learning-games']"
823,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",lsrock1/maskscoring_rcnn.detectron2,https://github.com/lsrock1/maskscoring_rcnn.detectron2,2020-02-06T02:33:27+00:00,2023-06-09T13:57:50+00:00,2023-10-03T21:42:55+00:00,Python,22.0,7.0,22.0,2.0,FALSE,"['rcnn', 'detectron2', 'maskscoring-rcnn', 'detection', 'segmentation']",Mask Scoring R-CNN Detectron2 ver.,"cloudpickle, future, pillow, pydot, tabulate, tensorboard, termcolor, tqdm, yacs","['cloudpickle', 'future', 'fvcore', 'matplotlib', 'pillow', 'pydot', 'tabulate', 'tensorboard', 'termcolor', 'tqdm', 'yacs']",setup,3,2020,2023,"Mask Scoring R-CNN Detectron2 ver. ['rcnn', 'detectron2', 'maskscoring-rcnn', 'detection', 'segmentation']"
824,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",ina-foss/inaFaceAnalyzer,https://github.com/ina-foss/inaFaceAnalyzer,2020-02-10T15:39:57+00:00,2025-05-14T02:12:55+00:00,2024-10-07T18:06:59+00:00,Python,22.0,10.0,22.0,10.0,FALSE,"['face-detection', 'gender-classification', 'gender-bias', 'age-bias', 'racial-bias', 'face-tracking', 'video', 'face', 'python', 'gender', 'age', 'age-gender-estimation', 'age-estimation', 'gender-classifier', 'face-classification', 'digital-humanities', 'ass-subtitles', 'face-analysis', 'pretrained-models', 'deeplearning']",INA's library with pretrained models for gender and age prediction from faces.,"av, cheetah3, dlib, h5py, onnxruntime-gpu, opencv-contrib-python, pandas, pyro4, scikit-learn, tensorflow, xlsxwriter","['av', 'cheetah3', 'dlib', 'h5py', 'matplotlib', 'onnxruntime-gpu', 'opencv-contrib-python', 'pandas', 'pyro4', 'scikit-learn', 'tensorflow', 'xlsxwriter']",setup,12,2020,2025,"INA's library with pretrained models for gender and age prediction from faces. ['face-detection', 'gender-classification', 'gender-bias', 'age-bias', 'racial-bias', 'face-tracking', 'video', 'face', 'python', 'gender', 'age', 'age-gender-estimation', 'age-estimation', 'gender-classifier', 'face-classification', 'digital-humanities', 'ass-subtitles', 'face-analysis', 'pretrained-models', 'deeplearning']"
825,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",bartongroup/2passtools,https://github.com/bartongroup/2passtools,2020-02-25T11:10:40+00:00,2025-03-11T16:34:05+00:00,2021-03-09T09:32:19+00:00,Python,22.0,1.0,22.0,2.0,FALSE,[],Two pass alignment for long reads,"click, click-log, numpy, pysam, scikit-learn","['click', 'click-log', 'ncls', 'numpy', 'pysam', 'scikit-learn']",setup,0,2020,2025,Two pass alignment for long reads []
826,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",radtorch/radtorch,https://github.com/radtorch/radtorch,2020-02-16T02:44:31+00:00,2024-10-16T14:42:14+00:00,2024-08-29T21:00:26+00:00,Python,21.0,5.0,21.0,1.0,FALSE,"['machine-learning', 'radiology', 'medical-imaging', 'deep-learning', 'pytorch', 'pydicom', 'sklearn', 'gpu', 'kit', 'radiology-machine-learning', 'image-classifier', 'machine', 'dicom', 'ai', 'rsna', 'classification', 'convolutional-neural-networks', 'image-classification', 'neural-networks', 'python']",Official repository for RADTorch - The Medical Imaging Machine Learning Framework,"albumentations, grad-cam, numpy, pandas, pillow, pydicom, scikit-learn, seaborn, shap, simpleitk, torch, torchinfo, torchvision, tqdm","['albumentations', 'grad-cam', 'matplotlib', 'numpy', 'pandas', 'pillow', 'pydicom', 'scikit-learn', 'seaborn', 'seaborn-image', 'shap', 'simpleitk', 'torch', 'torchinfo', 'torchvision', 'tqdm']",setup,12,2020,2024,"Official repository for RADTorch - The Medical Imaging Machine Learning Framework ['machine-learning', 'radiology', 'medical-imaging', 'deep-learning', 'pytorch', 'pydicom', 'sklearn', 'gpu', 'kit', 'radiology-machine-learning', 'image-classifier', 'machine', 'dicom', 'ai', 'rsna', 'classification', 'convolutional-neural-networks', 'image-classification', 'neural-networks', 'python']"
827,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",cifkao/confugue,https://github.com/cifkao/confugue,2020-02-15T21:44:41+00:00,2025-04-06T02:37:47+00:00,2021-09-13T14:04:42+00:00,Python,21.0,0.0,21.0,3.0,FALSE,"['python', 'configuration-management', 'configuration', 'dependency-injection', 'scientific-experiment', 'deep-learning', 'configurations', 'hierarchical-configuration']",Hierarchical configuration framework for Python,"pyyaml, wrapt","['pyyaml', 'wrapt']",setup,12,2020,2025,"Hierarchical configuration framework for Python ['python', 'configuration-management', 'configuration', 'dependency-injection', 'scientific-experiment', 'deep-learning', 'configurations', 'hierarchical-configuration']"
828,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",bioinfomaticsCSU/LoopPredictor,https://github.com/bioinfomaticsCSU/LoopPredictor,2020-02-26T16:27:43+00:00,2025-01-18T14:06:26+00:00,2021-06-18T03:10:59+00:00,Python,14.0,4.0,14.0,2.0,FALSE,"['chromatin-interaction', 'predicting-loops', 'classifying-loops', 'conda-environment']",LoopPredictor: Predicting unknown enhancer-mediated genome topology by an ensemble machine learning model,"numpy, pandas, pathos, scikit-learn","['numpy', 'pandas', 'pathos', 'scikit-learn']",setup,7,2020,2025,"LoopPredictor: Predicting unknown enhancer-mediated genome topology by an ensemble machine learning model ['chromatin-interaction', 'predicting-loops', 'classifying-loops', 'conda-environment']"
829,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",Statfactory/cortado,https://github.com/Statfactory/cortado,2020-02-03T05:44:35+00:00,2024-07-10T09:52:48+00:00,2022-12-08T03:49:46+00:00,Python,12.0,3.0,12.0,12.0,FALSE,[],High performance ML in pure Python,"numba, numpy, pandas","['numba', 'numpy', 'pandas']",setup,12,2020,2024,High performance ML in pure Python []
830,"""artificial intelligence"" OR ""computer vision"" OR ""deep learning"" OR ""machine learning"" OR ""image recognition""",sandialabs/shadow,https://github.com/sandialabs/shadow,2020-02-05T00:35:37+00:00,2024-02-15T20:58:45+00:00,2021-10-07T19:37:41+00:00,Python,11.0,0.0,11.0,0.0,FALSE,"['semi-supervised-learning', 'pytorch', 'machine-learning', 'deep-learning', 'snl-data-analysis', 'scr-2444']",Shadow semi-supervised consistency regularization PyTorch library,"numpy, torch","['numpy', 'torch']",setup,10,2020,2024,"Shadow semi-supervised consistency regularization PyTorch library ['semi-supervised-learning', 'pytorch', 'machine-learning', 'deep-learning', 'snl-data-analysis', 'scr-2444']"
